商品编码,日期,商品名称,销售数量,销售金额,销售净额,折扣金额,售价,是否促销,平均售价,实际折扣率,星期,月份,是否周末,是否月末,季度,年份,日期序号,销量_滞后1天,销量_滞后3天,销量_滞后7天,销量_滞后14天,销量_滞后30天,销量_7天均值,销量_7天标准差,销量_7天最大值,销量_7天最小值,销量_14天均值,销量_14天标准差,销量_14天最大值,销量_14天最小值,销量_30天均值,销量_30天标准差,销量_30天最大值,销量_30天最小值,销量_7天趋势,销量_同比上周,温度,最高温度,最低温度,降雨量,温度差,是否恶劣天气,是否节假日,节假日前1天,节假日后1天,节假日连续天数,促销_周末交互,促销_月末交互,天气_促销交互,温度等级_编码,节假日类型_编码
4701098,2025-08-17,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,6,8,1,0,3,2025,228,5.0,0.0,4.0,0.0,2.0,1.5714285714285714,1.9023794624226855,5.0,0.0,2.142857142857143,1.9555500055421304,6.0,0.0,2.433333333333333,2.0956989342433006,8.0,0.0,-0.42105263157894746,4.0,25.0,26,24,0,2,0,1,1.0,0.0,2,3.0,0.0,0.0,1,0
4701098,2025-08-18,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,0,8,0,0,3,2025,229,3.0,2.0,1.0,3.0,1.0,1.7142857142857142,1.889822365046138,5.0,0.0,2.0714285714285716,1.9400351192017804,6.0,0.0,2.466666666666667,2.0800088417141875,8.0,0.0,-0.2941176470588235,1.0,25.0,26,24,0,2,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-08-19,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,1,8,0,0,3,2025,230,2.0,5.0,0.0,6.0,8.0,1.8571428571428572,1.7728105208558387,5.0,0.0,1.7142857142857142,1.5898026693500455,5.0,0.0,2.2333333333333334,1.8134237638032753,6.0,0.0,0.18181818181818188,0.0,26.5,28,25,0,3,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-08-20,福荫韧豆腐380g,2.0,11.98,9.327433628,1.44,5.99,1.0,5.2700000000000005,0.8797996661101837,2,8,0,0,3,2025,231,1.0,3.0,0.0,3.0,4.0,2.142857142857143,1.5735915849388884,5.0,0.0,1.6428571428571428,1.549547966698322,5.0,0.0,2.1666666666666665,1.782739722881675,6.0,0.0,0.875,0.0,27.5,29,26,0,3,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-08-21,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,3,8,0,0,3,2025,232,2.0,2.0,0.0,1.0,1.0,2.2857142857142856,1.380131118684711,5.0,1.0,1.6428571428571428,1.549547966698322,5.0,0.0,2.1666666666666665,1.782739722881675,6.0,0.0,1.2857142857142856,0.0,27.0,29,25,0,4,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-08-22,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,4,8,0,0,3,2025,233,1.0,1.0,2.0,0.0,4.0,2.142857142857143,1.4638501094228022,5.0,1.0,1.7142857142857142,1.489892687336985,5.0,0.0,2.066666666666667,1.760355241055806,6.0,0.0,0.6666666666666665,2.0,29.0,32,26,0,6,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-08-23,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,5,8,1,0,3,2025,234,1.0,2.0,5.0,2.0,0.0,1.7142857142857142,0.7559289460184594,3.0,1.0,1.7142857142857142,1.489892687336985,5.0,0.0,2.1333333333333333,1.7167196733251504,6.0,0.0,0.0,5.0,28.5,31,26,0,5,0,1,0.0,1.0,2,2.0,0.0,0.0,1,0
4701098,2025-08-24,福荫韧豆腐380g,10.0,59.900000000000006,42.389380532000004,12.0,5.99,1.0,4.790000000000001,0.7996661101836394,6,8,1,0,3,2025,235,2.0,1.0,3.0,4.0,4.0,2.7142857142857144,3.2513733362117274,10.0,1.0,2.142857142857143,2.6269942712345045,10.0,0.0,2.3333333333333335,2.2180036586726044,10.0,0.0,0.7272727272727273,3.0,27.0,29,25,0,4,0,1,1.0,0.0,2,12.505219206680584,0.0,0.0,1,0
4701098,2025-08-25,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,0,8,0,1,3,2025,236,10.0,1.0,2.0,1.0,5.0,2.5714285714285716,3.309438162646488,10.0,1.0,2.142857142857143,2.6269942712345045,10.0,0.0,2.2,2.171921126401773,10.0,0.0,0.5000000000000002,2.0,27.0,29,25,0,4,0,0,1.0,0.0,0,0.0,1.0,0.0,1,1
4701098,2025-08-26,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,1,8,0,1,3,2025,237,1.0,2.0,1.0,0.0,5.0,2.857142857142857,3.2366943748507495,10.0,1.0,2.357142857142857,2.560262692565952,10.0,0.0,2.1333333333333333,2.1129050655654065,10.0,0.0,0.5384615384615385,1.0,28.0,31,25,0,6,0,0,0.0,0.0,0,0.0,3.0,0.0,1,1
4701098,2025-08-27,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,2,8,0,1,3,2025,238,3.0,10.0,2.0,0.0,2.0,3.142857142857143,3.2366943748507495,10.0,1.0,2.642857142857143,2.499450489058095,10.0,0.0,2.2,2.139932322487696,10.0,0.0,0.4666666666666668,2.0,27.5,31,24,0,7,0,0,0.0,0.0,0,0.0,4.0,0.0,1,1
4701098,2025-08-28,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,3,8,0,1,3,2025,239,4.0,1.0,1.0,0.0,1.0,3.2857142857142856,3.147183169877774,10.0,1.0,2.7857142857142856,2.3916062008157244,10.0,1.0,2.2333333333333334,2.128352662852485,10.0,0.0,0.4375,1.0,27.5,29,26,0,3,0,0,0.0,0.0,0,0.0,2.0,0.0,1,1
4701098,2025-08-29,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,4,8,0,1,3,2025,240,2.0,3.0,1.0,2.0,1.0,3.142857142857143,3.287784027201881,10.0,0.0,2.642857142857143,2.499450489058095,10.0,0.0,2.2,2.1559860533104023,10.0,0.0,0.4666666666666668,1.0,30.5,33,28,0,5,0,0,0.0,1.0,0,0.0,0.0,0.0,2,1
4701098,2025-08-30,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,5,8,1,1,3,2025,241,0.0,4.0,2.0,5.0,1.0,3.0,3.3665016461206942,10.0,0.0,2.357142857142857,2.437121342805984,10.0,0.0,2.2,2.1559860533104023,10.0,0.0,0.75,2.0,30.0,33,27,0,6,0,1,0.0,1.0,2,1.0,1.0,0.0,1,0
4701098,2025-08-31,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,6,8,1,1,3,2025,242,1.0,2.0,10.0,3.0,2.0,1.7142857142857142,1.3801311186847116,4.0,0.0,2.2142857142857144,2.4550911444328354,10.0,0.0,2.1666666666666665,2.166887698716889,10.0,0.0,-0.368421052631579,10.0,29.0,32,26,0,6,0,1,1.0,0.0,2,1.0,1.0,0.0,1,0
4701098,2025-09-01,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,0,9,0,0,3,2025,243,1.0,0.0,1.0,2.0,4.0,1.5714285714285714,1.5118578920369117,4.0,0.0,2.0714285714285716,2.5256921584232868,10.0,0.0,2.033333333333333,2.1732437750393134,10.0,0.0,-0.38888888888888895,1.0,30.0,34,26,0,8,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-02,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,1,9,0,0,3,2025,244,0.0,1.0,3.0,1.0,0.0,1.5714285714285714,1.5118578920369117,4.0,0.0,2.2142857142857144,2.516975334635768,10.0,0.0,2.1333333333333333,2.1452969143162237,10.0,0.0,-0.45000000000000007,3.0,29.5,33,26,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-03,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,2,9,0,0,3,2025,245,3.0,1.0,4.0,2.0,3.0,1.1428571428571428,1.0690449676497011,3.0,0.0,2.142857142857143,2.537628901072897,10.0,0.0,2.066666666666667,2.1485092399203194,10.0,0.0,-0.6363636363636364,4.0,30.5,34,27,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,2,1
4701098,2025-09-04,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,3,9,0,0,3,2025,246,1.0,0.0,2.0,1.0,6.0,1.0,1.0000000000000038,3.0,0.0,2.142857142857143,2.537628901072897,10.0,0.0,1.9,2.0231419743250503,10.0,0.0,-0.6956521739130435,2.0,30.5,34,27,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,2,1
4701098,2025-09-05,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,4,9,0,0,3,2025,247,1.0,3.0,0.0,1.0,3.0,1.4285714285714286,1.1338934190276855,3.0,0.0,2.2857142857142856,2.5246042013801637,10.0,0.0,1.9,2.0231419743250503,10.0,0.0,-0.5454545454545454,0.0,30.5,34,27,0,7,0,0,0.0,1.0,0,0.0,0.0,0.0,2,1
4701098,2025-09-06,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,5,9,1,0,3,2025,248,3.0,1.0,1.0,2.0,1.0,1.7142857142857142,1.253566341056021,3.0,0.0,2.357142857142857,2.5300393082122072,10.0,0.0,1.9666666666666666,2.0254132542705237,10.0,0.0,-0.4285714285714286,1.0,30.5,34,27,0,7,0,1,0.0,1.0,2,3.0,0.0,0.0,2,0
4701098,2025-09-07,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,6,9,1,0,3,2025,249,3.0,1.0,1.0,10.0,0.0,1.8571428571428572,1.2149857925879155,3.0,0.0,1.7857142857142858,1.2513728724621078,4.0,0.0,2.033333333333333,1.9910720268468325,10.0,0.0,0.08333333333333348,1.0,28.0,31,25,0,6,0,1,1.0,0.0,2,2.0,0.0,0.0,1,0
4701098,2025-09-08,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,0,9,0,0,3,2025,250,2.0,3.0,0.0,1.0,2.0,2.142857142857143,0.8997354108424426,3.0,1.0,1.8571428571428572,1.231455852429764,4.0,0.0,2.033333333333333,1.9910720268468325,10.0,0.0,0.36363636363636354,0.0,27.5,29,26,0,3,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-09,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,1,9,0,0,3,2025,251,2.0,3.0,3.0,3.0,4.0,2.0,0.8164965809277317,3.0,1.0,1.7857142857142858,1.188313053066368,4.0,0.0,1.9666666666666666,1.9561280074701641,10.0,0.0,0.2727272727272727,3.0,28.5,31,26,0,5,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-10,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,2,9,0,0,3,2025,252,2.0,2.0,1.0,4.0,1.0,1.8571428571428572,1.0690449676497018,3.0,0.0,1.5,1.0919284281983377,3.0,0.0,1.9333333333333333,1.9815238534040398,10.0,0.0,0.6250000000000002,1.0,29.0,32,26,0,6,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-11,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,3,9,0,0,3,2025,253,0.0,2.0,1.0,2.0,0.0,1.8571428571428572,1.0690449676497018,3.0,0.0,1.4285714285714286,1.0894095588038442,3.0,0.0,1.9666666666666666,1.9561280074701641,10.0,0.0,0.8571428571428572,1.0,29.5,33,26,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-12,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,4,9,0,0,3,2025,254,1.0,2.0,3.0,0.0,0.0,1.8571428571428572,1.0690449676497018,3.0,0.0,1.6428571428571428,1.0818177620697815,3.0,0.0,2.066666666666667,1.928610958665603,10.0,0.0,0.30000000000000004,3.0,29.5,33,26,0,7,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-13,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,5,9,1,0,3,2025,255,3.0,0.0,3.0,1.0,0.0,1.4285714285714286,1.1338934190276855,3.0,0.0,1.5714285714285714,1.1578684470436789,3.0,0.0,2.066666666666667,1.928610958665603,10.0,0.0,-0.16666666666666663,3.0,30.0,34,26,0,8,0,1,0.0,1.0,2,0.0,0.0,0.0,1,0
4701098,2025-09-14,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,6,9,1,0,3,2025,256,0.0,1.0,2.0,1.0,2.0,1.1428571428571428,1.2149857925879153,3.0,0.0,1.5,1.224744871391589,3.0,0.0,2.0,1.9652147377620697,10.0,0.0,-0.3846153846153847,2.0,29.5,33,26,0,7,0,1,1.0,0.0,2,0.0,0.0,0.0,1,0
4701098,2025-09-15,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,0,9,0,0,3,2025,257,0.0,3.0,2.0,0.0,5.0,1.0,1.1547005383792552,3.0,0.0,1.5714285714285714,1.1578684470436789,3.0,0.0,1.8666666666666667,1.8888663510036974,10.0,0.0,-0.5333333333333333,2.0,29.5,33,26,0,7,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-16,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,1,9,0,0,3,2025,258,1.0,0.0,2.0,3.0,3.0,0.8571428571428571,1.0690449676497014,3.0,0.0,1.4285714285714286,1.0894095588038442,3.0,0.0,1.8,1.8827712516943997,10.0,0.0,-0.5714285714285714,2.0,29.5,33,26,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-17,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,2,9,0,0,3,2025,259,1.0,0.0,0.0,1.0,2.0,1.0,1.000000000000004,3.0,0.0,1.4285714285714286,1.0894095588038442,3.0,0.0,1.7666666666666666,1.8879533405494835,10.0,0.0,-0.46153846153846156,0.0,30.5,33,28,0,5,0,0,0.0,0.0,0,0.0,0.0,0.0,2,1
4701098,2025-09-18,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,3,9,0,0,3,2025,260,1.0,1.0,1.0,1.0,1.0,1.2857142857142858,1.253566341056021,3.0,0.0,1.5714285714285714,1.1578684470436789,3.0,0.0,1.8333333333333333,1.8952451089472586,10.0,0.0,-0.3076923076923077,1.0,29.5,34,25,0,9,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-19,福荫韧豆腐380g,2.0,11.98,9.327433628,1.44,5.99,1.0,5.2700000000000005,0.8797996661101837,4,9,0,0,3,2025,261,3.0,1.0,3.0,3.0,2.0,1.1428571428571428,1.0690449676497016,3.0,0.0,1.5,1.0919284281983377,3.0,0.0,1.8333333333333333,1.8952451089472586,10.0,0.0,-0.3846153846153847,3.0,27.0,30,24,0,6,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-20,福荫韧豆腐380g,5.0,29.950000000000003,23.955752212,2.88,5.99,1.0,5.414000000000001,0.9038397328881469,5,9,1,0,3,2025,262,2.0,1.0,0.0,3.0,1.0,1.8571428571428572,1.6761634196950543,5.0,0.0,1.6428571428571428,1.3926810257774176,5.0,0.0,1.9666666666666666,1.9736773542933947,10.0,0.0,0.30000000000000004,0.0,26.0,28,24,0,4,0,1,0.0,1.0,2,5.531954192833395,0.0,0.0,1,0
4701098,2025-09-21,福荫韧豆腐380g,3.0,17.97,13.991150441999999,2.16,5.989999999999999,1.0,5.27,0.8797996661101837,6,9,1,0,3,2025,263,5.0,3.0,0.0,2.0,1.0,2.2857142857142856,1.4960264830861945,5.0,1.0,1.7142857142857142,1.4373357526806556,5.0,0.0,2.033333333333333,1.9736773542933947,10.0,0.0,1.0,0.0,27.5,30,25,0,5,0,1,1.0,0.0,2,3.4098671726755216,0.0,0.0,1,0
4701098,2025-09-22,福荫韧豆腐380g,12.0,71.88,63.610619471999996,0.0,5.989999999999999,0.0,5.989999999999999,1.0,0,9,0,0,3,2025,264,3.0,2.0,1.0,2.0,2.0,3.857142857142857,3.8483144114694974,12.0,1.0,2.4285714285714284,3.10617959048598,12.0,0.0,2.3666666666666667,2.6843522731632636,12.0,0.0,2.857142857142857,1.0,30.0,34,26,0,8,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-23,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,1,9,0,0,3,2025,265,12.0,5.0,1.0,2.0,10.0,3.7142857142857144,3.988077469754307,12.0,0.0,2.2857142857142856,3.1726856235583867,12.0,0.0,2.033333333333333,2.2966742571984735,12.0,0.0,3.333333333333334,1.0,29.0,34,24,0,10,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-24,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,2,9,0,0,3,2025,266,0.0,3.0,1.0,0.0,1.0,3.5714285714285716,4.117326918327104,12.0,0.0,2.2857142857142856,3.1726856235583867,12.0,0.0,2.0,2.319334030455205,12.0,0.0,2.5714285714285716,1.0,26.0,28,24,0,4,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-25,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,3,9,0,1,3,2025,267,0.0,12.0,3.0,1.0,3.0,3.7142857142857144,4.111540089159039,12.0,0.0,2.5,3.180469244527389,12.0,0.0,2.033333333333333,2.3412836640190138,12.0,0.0,1.8888888888888888,3.0,27.5,29,26,0,3,0,0,0.0,0.0,0,0.0,4.0,0.0,1,1
4701098,2025-09-26,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,4,9,0,1,3,2025,268,4.0,0.0,2.0,3.0,4.0,3.4285714285714284,4.314979445958883,12.0,0.0,2.2857142857142856,3.2446066830160682,12.0,0.0,1.9,2.3393190874917957,12.0,0.0,2.0,2.0,28.5,31,26,0,5,0,0,0.0,1.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-27,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,5,9,1,1,3,2025,269,0.0,0.0,5.0,0.0,2.0,2.857142857142857,4.336994790119515,12.0,0.0,2.357142857142857,3.20113304116726,12.0,0.0,1.8666666666666667,2.3449628088122516,12.0,0.0,0.5384615384615385,5.0,29.5,32,27,0,5,0,1,0.0,0.0,1,1.0,1.0,0.0,1,0
4701098,2025-09-28,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,6,9,1,1,3,2025,270,1.0,4.0,3.0,0.0,0.0,2.4285714285714284,4.4668088108157225,12.0,0.0,2.357142857142857,3.20113304116726,12.0,0.0,1.8666666666666667,2.3449628088122516,12.0,0.0,0.0625,3.0,29.5,32,27,0,5,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-29,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,0,9,0,1,3,2025,271,0.0,0.0,12.0,1.0,1.0,0.7142857142857143,1.4960264830861965,4.0,0.0,2.2857142857142856,3.2446066830160682,12.0,0.0,1.8333333333333333,2.3647312792341766,12.0,0.0,-0.8148148148148149,12.0,29.0,32,26,0,6,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-09-30,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,1,9,0,1,3,2025,272,0.0,1.0,0.0,1.0,1.0,1.1428571428571428,1.6761634196950563,4.0,0.0,2.4285714285714284,3.2276279862435238,12.0,0.0,1.9,2.368616648507353,12.0,0.0,-0.6923076923076923,0.0,29.5,33,26,0,7,0,0,0.0,1.0,0,0.0,3.0,0.0,1,1
4701098,2025-10-01,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,2,10,0,0,4,2025,273,3.0,0.0,0.0,1.0,0.0,1.2857142857142858,1.6035674514745513,4.0,0.0,2.4285714285714284,3.2276279862435238,12.0,0.0,1.9333333333333333,2.347901973712046,12.0,0.0,-0.64,0.0,29.5,33,26,0,7,0,1,0.0,1.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-02,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,3,10,0,0,4,2025,274,1.0,0.0,4.0,3.0,3.0,1.0,1.1547005383792583,3.0,0.0,2.357142857142857,3.2250734722016654,12.0,0.0,1.9,2.339319087491796,12.0,0.0,-0.7307692307692308,4.0,30.0,34,26,0,8,0,1,1.0,1.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-03,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,4,10,0,0,4,2025,275,2.0,3.0,0.0,2.0,1.0,1.2857142857142858,1.1126972805283806,3.0,0.0,2.357142857142857,3.2250734722016654,12.0,0.0,1.9333333333333333,2.333169123942699,12.0,0.0,-0.625,0.0,30.0,34,26,0,8,0,1,1.0,1.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-04,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,5,10,1,0,4,2025,276,2.0,1.0,1.0,5.0,1.0,1.7142857142857142,1.4960264830861965,4.0,0.0,2.2857142857142856,3.172685623558387,12.0,0.0,2.033333333333333,2.3559657706859154,12.0,0.0,-0.4,1.0,29.5,34,25,0,9,0,1,1.0,1.0,8,4.0,0.0,0.0,1,0
4701098,2025-10-05,福荫韧豆腐380g,5.0,29.950000000000003,26.50442478,0.0,5.99,0.0,5.99,1.0,6,10,1,0,4,2025,277,4.0,2.0,0.0,3.0,3.0,2.4285714285714284,1.7182493859684538,5.0,0.0,2.4285714285714284,3.251373336211727,12.0,0.0,2.1,2.4118958060642552,12.0,0.0,0.0,0.0,28.5,31,26,0,5,0,1,1.0,1.0,8,5.0,0.0,0.0,1,0
4701098,2025-10-06,福荫韧豆腐380g,5.0,29.950000000000003,26.50442478,0.0,5.99,0.0,5.99,1.0,0,10,0,0,4,2025,278,5.0,2.0,0.0,12.0,3.0,3.142857142857143,1.5735915849388915,5.0,1.0,1.9285714285714286,1.9400351192017808,5.0,0.0,2.1666666666666665,2.4646932149211107,12.0,0.0,3.3999999999999995,0.0,29.0,33,25,0,8,0,1,1.0,1.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-07,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0,1,10,0,0,4,2025,279,5.0,4.0,3.0,0.0,2.0,2.857142857142857,1.7728105208558411,5.0,1.0,2.0,1.8810798862519216,5.0,0.0,2.1333333333333333,2.4737704480984197,12.0,0.0,1.5,3.0,30.0,34,26,0,8,0,1,1.0,1.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-08,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,2,10,0,0,4,2025,280,1.0,5.0,1.0,0.0,2.0,3.142857142857143,1.5735915849388913,5.0,1.0,2.2142857142857144,1.805060042835629,5.0,0.0,2.1666666666666665,2.4786444200246915,12.0,0.0,1.4444444444444442,1.0,30.0,34,26,0,8,0,1,1.0,0.0,8,0.0,0.0,0.0,1,0
4701098,2025-10-09,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,3,10,0,0,4,2025,281,3.0,5.0,2.0,4.0,2.0,2.857142857142857,1.9518001458970704,5.0,0.0,1.9285714285714286,1.8171950369175582,5.0,0.0,2.1,2.5099800796022267,12.0,0.0,1.8571428571428572,2.0,30.0,34,26,0,8,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-10,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,4,10,0,0,4,2025,282,0.0,1.0,2.0,0.0,0.0,2.5714285714285716,2.225394561056751,5.0,0.0,1.9285714285714286,1.8171950369175582,5.0,0.0,2.1,2.5099800796022267,12.0,0.0,1.0,2.0,30.0,34,26,0,8,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-11,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,5,10,1,0,4,2025,283,0.0,3.0,4.0,1.0,1.0,2.2857142857142856,2.138089935299399,5.0,0.0,2.0,1.7974340685458352,5.0,0.0,2.1333333333333333,2.5014938065819425,12.0,0.0,0.33333333333333326,4.0,29.0,32,26,0,6,0,0,0.0,1.0,0,2.0,0.0,0.0,1,1
4701098,2025-10-12,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0,6,10,1,0,4,2025,284,2.0,0.0,5.0,0.0,3.0,2.142857142857143,1.9518001458970706,5.0,0.0,2.2857142857142856,1.7728105208558378,5.0,0.0,2.1666666666666665,2.5200346649686547,12.0,0.0,-0.11764705882352933,5.0,28.0,31,25,0,6,0,1,0.0,0.0,1,4.0,0.0,0.0,1,0
4701098,2025-10-13,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0,0,10,0,0,4,2025,285,4.0,0.0,5.0,0.0,0.0,1.7142857142857142,1.496026483086197,4.0,0.0,2.4285714285714284,1.6508406117111154,5.0,0.0,2.2333333333333334,2.48697757755561,12.0,0.0,-0.4545454545454546,5.0,28.5,31,26,0,5,0,0,1.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-14,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,1,10,0,0,4,2025,286,2.0,2.0,1.0,3.0,0.0,2.0,1.5275252316519523,4.0,0.0,2.4285714285714284,1.6508406117111154,5.0,0.0,2.3333333333333335,2.454177765718516,12.0,0.0,-0.30000000000000004,1.0,29.0,32,26,0,6,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-15,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0,2,10,0,0,4,2025,287,3.0,4.0,3.0,1.0,1.0,2.0,1.5275252316519523,4.0,0.0,2.5714285714285716,1.6035674514745477,5.0,0.0,2.4,2.443852244531868,12.0,0.0,-0.36363636363636365,3.0,29.5,33,26,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
4701098,2025-10-16,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0,3,10,0,0,4,2025,288,3.0,2.0,0.0,2.0,1.0,2.0,1.527525231651952,4.0,0.0,2.4285714285714284,1.741541567969894,5.0,0.0,2.3666666666666667,2.470283151902776,12.0,0.0,-0.30000000000000004,0.0,29.5,33,26,0,7,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1
