商品编码,日期,商品名称,销售数量,销售金额,销售净额,折扣金额,售价,是否促销,平均售价,实际折扣率
4701098,2025-08-29,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-08-30,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-08-31,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-01,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-02,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-03,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-04,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-05,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-06,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-07,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-08,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-09,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-10,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-11,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-12,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-13,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-14,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-15,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-16,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-17,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-18,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-19,福荫韧豆腐380g,2.0,11.98,9.327433628,1.44,5.99,1.0,5.2700000000000005,0.8797996661101837
4701098,2025-09-20,福荫韧豆腐380g,5.0,29.950000000000003,23.955752212,2.88,5.99,1.0,5.414000000000001,0.9038397328881469
4701098,2025-09-21,福荫韧豆腐380g,3.0,17.97,13.991150441999999,2.16,5.989999999999999,1.0,5.27,0.8797996661101837
4701098,2025-09-22,福荫韧豆腐380g,12.0,71.88,63.610619471999996,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-09-23,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-24,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-25,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-26,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-27,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-09-28,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-29,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-09-30,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-01,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-02,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-03,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-04,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-05,福荫韧豆腐380g,5.0,29.950000000000003,26.50442478,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-06,福荫韧豆腐380g,5.0,29.950000000000003,26.50442478,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-07,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-08,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-09,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-10-10,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-10-11,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-12,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-13,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-14,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-15,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-16,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-10-17,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-18,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-19,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-20,福荫韧豆腐380g,2.0,11.98,9.327433628,1.44,5.99,1.0,5.2700000000000005,0.8797996661101837
4701098,2025-10-21,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-22,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-23,福荫韧豆腐380g,6.0,35.94,31.805309735999998,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-24,福荫韧豆腐380g,4.0,23.96,21.203539824,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-25,福荫韧豆腐380g,3.0,17.97,15.902654867999999,0.0,5.989999999999999,0.0,5.989999999999999,1.0
4701098,2025-10-26,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-27,福荫韧豆腐380g,0.0,0.0,,,5.990000000000002,0.0,,0.0
4701098,2025-10-28,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-29,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-30,福荫韧豆腐380g,2.0,11.98,10.601769912,0.0,5.99,0.0,5.99,1.0
4701098,2025-10-31,福荫韧豆腐380g,1.0,5.99,5.300884956,0.0,5.99,0.0,5.99,1.0
